id,title,authors,venue,year,cites,accepted_at_step,url,x,y,topic,topic_label,community_louvain,community_leiden,community_walktrap,community_infomap,community_label_propagation
80a0b76dedc4c3e3d365bbaececcd44a996eb38b,AI-Researcher: Autonomous Scientific Innovation,Jiabin Tang · Lianghao Xia · Zhonghang Li · Chao Huang,arXiv.org,2025,63,FWD-02,https://www.semanticscholar.org/paper/80a0b76dedc4c3e3d365bbaececcd44a996eb38b,808.76,327.33,9,Autonomous Research Loops,4,2,4,4,1
8bd46c6cd215b8e24a5c561df8e21499d0dcbcbf,ResearchRubrics: A Benchmark of Prompts and Rubrics For Evaluating Deep Research Agents,Manasi Sharma · Chen Bo Calvin Zhang · Chaithanya Bandi · Clinton Wang · Ankit Aich · Huy Nghiem · Tahseen Rabbani · Ye Htet · Brian Jang · Sumana Basu · Aishwarya H. Balwani · Denis Peskoff · Marcos Ayestaran · Sean M. Hendryx · Brad Kenstler · Bing Liu,arXiv.org,2025,62,FWD-02,https://www.semanticscholar.org/paper/8bd46c6cd215b8e24a5c561df8e21499d0dcbcbf,758.2,113.31,3,Deep Research Agents,4,3,5,6,1
fb0e61daa06faa107811a8fa43cf62ed2a9cd32a,"SciMaster: Towards General-Purpose Scientific AI Agents, Part I. X-Master as Foundation: Can We Lead on Humanity's Last Exam?",Jingyi Chai · Shuo Tang · Rui Ye · Yuwen Du · Xinyu Zhu · Meng Zhou · Yanfeng Wang · E. Weinan · Yuzhi Zhang · Linfeng Zhang · Siheng Chen,arXiv.org,2025,45,FWD-02,https://www.semanticscholar.org/paper/fb0e61daa06faa107811a8fa43cf62ed2a9cd32a,726.74,310.64,8,Data Science Agents,1,1,1,1,1
bfed3d4c959b64148811376965db84f77ea8292e,"Transforming Science with Large Language Models: A Survey on AI-assisted Scientific Discovery, Experimentation, Content Generation, and Evaluation",Steffen Eger · Yong Cao · Jennifer D'Souza · Andreas Geiger · C. Greisinger · Stephanie Gross · Yufang Hou · Brigitte Krenn · Anne Lauscher · Yizhi Li · Chenghua Lin · N. Moosavi · Wei Zhao · Tristan Miller,arXiv.org,2025,42,FWD-02,https://www.semanticscholar.org/paper/bfed3d4c959b64148811376965db84f77ea8292e,747.94,476.61,11,Discovery Agent Surveys,4,2,4,4,1
e1c10b1fe5190787ac651d82c85068d6cac64593,CO-Bench: Benchmarking Language Model Agents in Algorithm Search for Combinatorial Optimization,Weiwei Sun · Shengyu Feng · Shanda Li · Yiming Yang,AAAI Conference on Artificial Intelligence,2025,31,FWD-02,https://www.semanticscholar.org/paper/e1c10b1fe5190787ac651d82c85068d6cac64593,381.09,170.18,1,Evolved Algorithm Design,5,6,4,7,1
466c7118d3070a1f88a0cd45108a9640e3013eda,MicroVQA: A Multimodal Reasoning Benchmark for Microscopy-Based Scientific Research,James Burgess · Jeffrey J. Nirschl · Laura Bravo-S'anchez · Alejandro Lozano · S. Gupte · Jesús G. Galaz-Montoya · Yuhui Zhang · Yuchang Su · Disha Bhowmik · Zachary Coman · S. Hasan · Alexandra Johannesson · William D. Leineweber · Malvika G. Nair · Ridhi Yarlagadda · Connor R Zuraski · Wah Chiu · S. Cohen · Jan N. Hansen · Manuel D. Leonetti · Chad Liu · Emma Lundberg · S. Yeung-Levy,Computer Vision and Pattern Recognition,2025,31,FWD-02,https://www.semanticscholar.org/paper/466c7118d3070a1f88a0cd45108a9640e3013eda,797.33,827.19,-1,,1,1,1,1,4
9ccda7b4f093ceb80d057aba41570f437536a867,Paper2Agent: Reimagining Research Papers As Interactive and Reliable AI Agents,Jiacheng Miao · Joe R. Davis · J. Pritchard · James Zou,arXiv.org,2025,30,FWD-02,https://www.semanticscholar.org/paper/9ccda7b4f093ceb80d057aba41570f437536a867,831.44,300.18,9,Autonomous Research Loops,1,1,1,1,1
44d16a076c00ecada3d425203377e4ec951c4ed0,MedAgents: Large Language Models as Collaborators for Zero-shot Medical Reasoning,Xiangru Tang · Anni Zou · Zhuosheng Zhang · Yilun Zhao · Xingyao Zhang · Arman Cohan · Mark B. Gerstein,Annual Meeting of the Association for Computational Linguistics,2023,452,FWD-02,https://www.semanticscholar.org/paper/44d16a076c00ecada3d425203377e4ec951c4ed0,712.67,773.18,4,Clinical Decision Agents,6,4,1,8,1
8cedeb11139eab187e43414fd7097c5d578dad7c,Empowering Biomedical Discovery with AI Agents,Shanghua Gao · Ada Fang · Yepeng Huang · Valentina Giunchiglia · A. Noori · J. Schwarz · Yasha Ektefaie · Jovana Kondic · M. Zitnik,Cell,2024,347,FWD-02,https://www.semanticscholar.org/paper/8cedeb11139eab187e43414fd7097c5d578dad7c,809.27,514.04,12,Biomedical Lab Agents,1,1,1,1,4
fa5f9aa1cb6f97654ca8e6d279ceee1427a87e68,Language agents achieve superhuman synthesis of scientific knowledge,Michael Skarlinski · Sam Cox · Jon M. Laurent · James D. Braza · Michaela M. Hinks · M. Hammerling · Manvitha Ponnapati · S. Rodriques · Andrew D. White,arXiv.org,2024,140,FWD-02,https://www.semanticscholar.org/paper/fa5f9aa1cb6f97654ca8e6d279ceee1427a87e68,526.73,937.09,2,Literature Screening,1,1,1,1,4
de54094806de70e7f21f6a977d4a56f1bb5be0ea,A framework for evaluating the chemical knowledge and reasoning abilities of large language models against the expertise of chemists,Adrian Mirza · Nawaf Alampara · Sreekanth Kunchapu · Martiño Ríos-García · Christina Glaubitz · Benedict Emoekabu · Aswanth Krishnan · Tanya Gupta · Mara Schilling-Wilhelmi · Macjonathan Okereke · Anagha Aneesh · Mehrdad Asgari · Juliane Eberhardt · Amir Mohammad Elahi · H. Elbeheiry · Maximilian Greiner · Caroline T. Holick · Tim Hoffmann · Abdelrahman Ibrahim · L. Klepsch · Yannik Köster · F.A. Kreth · Jakob Meyer · Santiago Miret · Jan Matthias Peschel · Michael Ringleb · Nicole C. Roesner · Johanna Schreiber · Ulrich S. Schubert · Leanne M. Stafast · A. D. D. Wonanke · Michael Pieler · P. Schwaller · K. Jablonka · Kevin Maik,Nature Chemistry,2025,101,FWD-02,https://www.semanticscholar.org/paper/de54094806de70e7f21f6a977d4a56f1bb5be0ea,636.06,362.78,8,Data Science Agents,1,0,1,1,4
591f5644aede42a2447e48eedb112c70e80089af,From Automation to Autonomy: A Survey on Large Language Models in Scientific Discovery,Tianshi ZHENG · Zheye Deng · Hong Ting Tsang · Weiqi Wang · Jiaxin Bai · Zihao Wang · Yangqiu Song,Conference on Empirical Methods in Natural Language Processing,2025,84,FWD-02,https://www.semanticscholar.org/paper/591f5644aede42a2447e48eedb112c70e80089af,759.21,459.3,11,Discovery Agent Surveys,4,2,4,4,1
bba1d4de76b8330bea5f73ddeb99da4e01c02e16,BioDiscoveryAgent: An AI Agent for Designing Genetic Perturbation Experiments,Yusuf H. Roohani · Jian Vora · Qian Huang · Zachary Steinhart · Alex Marson · Percy Liang · J. Leskovec,International Conference on Learning Representations,2024,73,FWD-02,https://www.semanticscholar.org/paper/bba1d4de76b8330bea5f73ddeb99da4e01c02e16,844.32,520.03,12,Biomedical Lab Agents,1,1,1,1,4
594773309239331e6afcd2892136c5233383d3a5,AgentRxiv: Towards Collaborative Autonomous Research,S. Schmidgall · Michael Moor,arXiv.org,2025,53,FWD-02,https://www.semanticscholar.org/paper/594773309239331e6afcd2892136c5233383d3a5,812.4,366.78,10,Research Ideation,4,3,4,4,1
fc3615d3b24cede7f4c4f23a3f95d4c3a5a77b43,Position: Multimodal Large Language Models Can Significantly Advance Scientific Reasoning,Yibo Yan · Shen Wang · Jiahao Huo · Jingheng Ye · Zhendong Chu · Xuming Hu · Philip S. Yu · Carla P. Gomes · Bart Selman · Qingsong Wen,Annual Meeting of the Association for Computational Linguistics,2025,39,FWD-02,https://www.semanticscholar.org/paper/fc3615d3b24cede7f4c4f23a3f95d4c3a5a77b43,707.0,472.83,-1,,6,1,1,9,4
9121c3620a1dd62c2345e6cf40e974cc8b96e177,Evaluating large language model agents for automation of atomic force microscopy,Indrajeet Mandal · J. Soni · Mohd Zaki · M. Smedskjaer · K. Wondraczek · Lothar Wondraczek · N. Gosvami · N. M. A. Krishnan,Nature Communications,2025,35,FWD-02,https://www.semanticscholar.org/paper/9121c3620a1dd62c2345e6cf40e974cc8b96e177,701.77,297.31,8,Data Science Agents,1,0,1,1,4
3c0bd90ffb0c26e3fdedb45574b17b2fd5f97cee,ScienceBoard: Evaluating Multimodal Autonomous Agents in Realistic Scientific Workflows,Qiushi Sun · Zhoumianze Liu · Chang Ma · Zichen Ding · Fangzhi Xu · Zhangyue Yin · Haiteng Zhao · Zhenyu Wu · Kanzhi Cheng · Zhaoyang Liu · Jianing Wang · Qintong Li · Xiangru Tang · Tianbao Xie · Xiachong Feng · Xiang Li · Ben Kao · Wenhai Wang · Biqing Qi · Lingpeng Kong · Zhiyong Wu,arXiv.org,2025,30,FWD-02,https://www.semanticscholar.org/paper/3c0bd90ffb0c26e3fdedb45574b17b2fd5f97cee,711.23,272.67,8,Data Science Agents,4,2,4,4,1
354dcdebf3f8b5feeed5c62090e0bc1f0c28db06,Augmenting large language models with chemistry tools,Andrés M Bran · Sam Cox · Oliver Schilter · Carlo Baldassari · Andrew D. White · P. Schwaller,Nature Machine Intelligence,2023,1040,FWD-02,https://www.semanticscholar.org/paper/354dcdebf3f8b5feeed5c62090e0bc1f0c28db06,666.06,613.16,14,Autonomous Chemistry Labs,1,1,1,1,4
6c95835ffdf5ee65c35f50fd00a56f54faf15eda,Crystal structure generation with autoregressive large language modeling,Luis M. Antunes · K. Butler · R. Grau‐Crespo,Nature Communications,2023,207,FWD-02,https://www.semanticscholar.org/paper/6c95835ffdf5ee65c35f50fd00a56f54faf15eda,558.63,556.81,17,Materials Text Mining,7,0,6,10,4
bc4c630ad6caff3c7e8a0dc578690aab69a4feb9,CRISPR-GPT for agentic automation of gene-editing experiments,Yuanhao Qu · Kaixuan Huang · Ming Yin · Kanghong Zhan · Dyllan Liu · Di Yin · H. Cousins · William A. Johnson · Xiaotong Wang · Mihir M. Shah · R. Altman · Denny Zhou · Mengdi Wang · Le Cong,Nature Biomedical Engineering,2024,157,FWD-02,https://www.semanticscholar.org/paper/bc4c630ad6caff3c7e8a0dc578690aab69a4feb9,859.72,533.8,12,Biomedical Lab Agents,1,1,1,1,1
2a87cbb8179f537dc1fa811b83e0b06323223c1f,LAB-Bench: Measuring Capabilities of Language Models for Biology Research,Jon M. Laurent · Joseph D. Janizek · Michael Ruzo · Michaela M. Hinks · M. Hammerling · Siddharth Narayanan · Manvitha Ponnapati · Andrew D. White · S. Rodriques,arXiv.org,2024,148,FWD-02,https://www.semanticscholar.org/paper/2a87cbb8179f537dc1fa811b83e0b06323223c1f,641.47,314.2,8,Data Science Agents,1,1,1,1,4
1951e288ade1a453c3f1bb544f3e5690a6d177c1,A Multiagent-Driven Robotic AI Chemist Enabling Autonomous Chemical Research On Demand.,Tao Song · Man Luo · Xiaolong Zhang · Linjiang Chen · Yan Huang · Jiaqi Cao · Qing Zhu · Daobin Liu · Baicheng Zhang · Gang Zou · Guoqing Zhang · Fei Zhang · Weiwei Shang · Yao Fu · Jun Jiang · Yi Luo,Journal of the American Chemical Society,2025,142,FWD-02,https://www.semanticscholar.org/paper/1951e288ade1a453c3f1bb544f3e5690a6d177c1,631.38,602.2,14,Autonomous Chemistry Labs,7,0,6,10,4
7ac14eb265086ccb7bf94d956b20ebc20144cbde,ORGANA: A Robotic Assistant for Automated Chemistry Experimentation and Characterization,K. Darvish · Marta Skreta · Yuchi Zhao · Naruki Yoshikawa · Sagnik Som · Miroslav Bogdanovic · Yang Cao · Han Hao · Haoping Xu · Alán Aspuru-Guzik · Animesh Garg · F. Shkurti,Matter,2024,141,FWD-02,https://www.semanticscholar.org/paper/7ac14eb265086ccb7bf94d956b20ebc20144cbde,638.21,582.72,14,Autonomous Chemistry Labs,1,0,1,1,4
b73e2b7ffbb00b03b795dc8b5e732a8859470249,Towards end-to-end automation of AI research,Chris Lu · Cong Lu · R. Lange · Yutaro Yamada · Shengran Hu · Jakob Foerster · David Ha · Jeff Clune,Nature,2026,138,FWD-02,https://www.semanticscholar.org/paper/b73e2b7ffbb00b03b795dc8b5e732a8859470249,860.69,345.9,9,Autonomous Research Loops,7,0,1,11,4
11355ce57ccdcaeed7941fc95516838d543c5cb3,An automatic end-to-end chemical synthesis development platform powered by large language models,Yixiang Ruan · Chenying Lu · Ning Xu · Yuchen He · Yixin Chen · Jian Zhang · Jun Xuan · Jianzhang Pan · Qun Fang · Hanyu Gao · Xiao-dong Shen · Ning Ye · Qiang Zhang · Yiming Mo,Nature Communications,2024,120,FWD-02,https://www.semanticscholar.org/paper/11355ce57ccdcaeed7941fc95516838d543c5cb3,625.74,622.08,14,Autonomous Chemistry Labs,7,0,6,10,4
5dabefa3f491037b0cd9902819de0e7805420479,Applications of natural language processing and large language models in materials discovery,Xue Jiang · Weiren Wang · Shaohan Tian · Hao Wang · T. Lookman · Yanjing Su,npj Computational Materials,2025,118,FWD-02,https://www.semanticscholar.org/paper/5dabefa3f491037b0cd9902819de0e7805420479,538.46,561.19,17,Materials Text Mining,7,0,6,10,4
1104bec9e7a0a3d9dba341ba8005f1b7350bc876,"Agentic AI for Scientific Discovery: A Survey of Progress, Challenges, and Future Directions",Mourad Gridach · Jay Nanavati · Khaldoun Zine El Abidine · Lenon Mendes · C. Mack,arXiv.org,2025,94,FWD-02,https://www.semanticscholar.org/paper/1104bec9e7a0a3d9dba341ba8005f1b7350bc876,794.18,445.43,11,Discovery Agent Surveys,1,2,1,4,1
cd91e012efbf737144d1855368767339ff9aca08,El Agente: An Autonomous Agent for Quantum Chemistry,Yunheng Zou · Austin H. Cheng · Abdulrahman Aldossary · Jiaru Bai · Shi Xuan Leong · J. C. Angulo · Chang-Min Choi · Cher Tian Ser · Gary Tom · Andrew Wang · Zijian Zhang · I. Yakavets · Han Hao · Chris Crebolder · Varinia Bernales · Alán Aspuru-Guzik,Matter,2025,83,FWD-02,https://www.semanticscholar.org/paper/cd91e012efbf737144d1855368767339ff9aca08,660.72,579.81,14,Autonomous Chemistry Labs,1,1,1,1,4
e366b47c98cb922d7d5b536ca776dde8333b4bdc,DISCOVERYWORLD: A Virtual Environment for Developing and Evaluating Automated Scientific Discovery Agents,Peter Alexander Jansen · Marc-Alexandre Côté · Tushar Khot · Erin Bransom · Bhavana Dalvi · Bodhisattwa Prasad Majumder · Oyvind Tafjord · Peter Clark,Neural Information Processing Systems,2024,80,FWD-02,https://www.semanticscholar.org/paper/e366b47c98cb922d7d5b536ca776dde8333b4bdc,747.58,288.46,8,Data Science Agents,4,3,4,4,1
799017d2818108e91392c541579cbe9d2cc38e35,Robin: A multi-agent system for automating scientific discovery,Ali E. Ghareeb · Benjamin Chang · L. Mitchener · Angela Yiu · Caralyn J. Szostkiewicz · Jon M. Laurent · Muhammed Razzak · Andrew D. White · Michaela M. Hinks · S. Rodriques,arXiv.org,2025,78,FWD-02,https://www.semanticscholar.org/paper/799017d2818108e91392c541579cbe9d2cc38e35,827.47,461.58,12,Biomedical Lab Agents,1,1,1,1,1
136f0681a26ceb5644612e07ba9abd44d971b3de,Risks of AI scientists: prioritizing safeguarding over autonomy,Xiangru Tang · Qiao Jin · Kunlun Zhu · Tongxin Yuan · Yichi Zhang · Wangchunshu Zhou · Meng Qu · Yilun Zhao · Jian Tang · Zhuosheng Zhang · Arman Cohan · Zhiyong Lu · Mark B. Gerstein,Nature Communications,2024,76,FWD-02,https://www.semanticscholar.org/paper/136f0681a26ceb5644612e07ba9abd44d971b3de,773.54,444.42,11,Discovery Agent Surveys,1,0,1,1,4
4d508080137348e2815632e6cbf02de954927817,"ChatGPT as Research Scientist: Probing GPT’s capabilities as a Research Librarian, Research Ethicist, Data Generator, and Data Predictor",Steven A. Lehr · Aylin Caliskan · Suneragiri Liyanage · M. Banaji,Proceedings of the National Academy of Sciences of the United States of America,2024,74,FWD-02,https://www.semanticscholar.org/paper/4d508080137348e2815632e6cbf02de954927817,432.34,726.31,2,Literature Screening,1,0,1,12,4
687397ab709d98476205ed36ecd3f1e01ee7dbae,Large Language Model Agent for Hyper-Parameter Optimization,Siyi Liu · Chen Gao · Yong Li,CPAL,2024,74,FWD-02,https://www.semanticscholar.org/paper/687397ab709d98476205ed36ecd3f1e01ee7dbae,548.38,175.25,6,ML Engineering Agents,5,3,7,13,1
766be1b0c2080efd98af834ee57a29d5ed58fdc6,A generalized platform for artificial intelligence-powered autonomous enzyme engineering,Nilmani Singh · Stephan Lane · Tianhao Yu · Jingxia Lu · Adrianna Ramos · Haiyang Cui · Huimin Zhao,Nature Communications,2025,72,FWD-02,https://www.semanticscholar.org/paper/766be1b0c2080efd98af834ee57a29d5ed58fdc6,790.26,644.97,15,Protein Language Models,6,0,8,14,4
e4eb81ad222ba047770d5a90bdd7406c138c6126,Autonomous LLM-driven research from data to human-verifiable research papers,Tal Ifargan · L. Hafner · M. Kern · Ori Alcalay · Roy Kishony,NEJM AI,2024,69,FWD-02,https://www.semanticscholar.org/paper/e4eb81ad222ba047770d5a90bdd7406c138c6126,843.31,334.77,9,Autonomous Research Loops,4,2,4,4,1
804b5775524552b27d5ffd6a3ab82d0f5c5f1011,SciToolAgent: a knowledge-graph-driven scientific agent for multitool integration,Keyan Ding · Jing Yu · Junjie Huang · Yuchen Yang · Qiang Zhang · Huajun Chen,Nature Computational Science,2025,63,FWD-02,https://www.semanticscholar.org/paper/804b5775524552b27d5ffd6a3ab82d0f5c5f1011,685.69,536.83,-1,,1,0,1,1,4
0e5a9fa2314d69a6666a0beb48d92b772dfa1d16,MOOSE-Chem: Large Language Models for Rediscovering Unseen Chemistry Scientific Hypotheses,Zonglin Yang · Wanhao Liu · Ben Gao · Tong Xie · Yuqiang Li · Wanli Ouyang · Soujanya Poria · Erik Cambria · Dongzhan Zhou,International Conference on Learning Representations,2024,62,FWD-02,https://www.semanticscholar.org/paper/0e5a9fa2314d69a6666a0beb48d92b772dfa1d16,702.83,405.7,11,Discovery Agent Surveys,4,2,4,4,1
6b3dcfc0887b2682904e33667a868ffd529fec47,Generative AI and Process Systems Engineering: The Next Frontier,Benjamin Decardi-Nelson · Abdulelah S. Alshehri · Akshay Ajagekar · Fengqi You,Computers and Chemical Engineering,2024,62,FWD-02,https://www.semanticscholar.org/paper/6b3dcfc0887b2682904e33667a868ffd529fec47,646.98,467.93,18,Materials Design Agents,5,3,9,13,4
512c3a8b0d5462fe8a98a1713a02d1a3186e3aae,Are LLMs Ready for Real-World Materials Discovery?,Santiago Miret · N. Krishnan,arXiv.org,2024,62,FWD-02,https://www.semanticscholar.org/paper/512c3a8b0d5462fe8a98a1713a02d1a3186e3aae,544.74,541.52,17,Materials Text Mining,7,0,1,10,4
3e5426720c442975ee4ae1df7720e05e67723949,Large language models to accelerate organic chemistry synthesis,Yu Zhang · Yang Han · Shuai Chen · Ruijie Yu · Xin Zhao · Xianbin Liu · Kaipeng Zeng · Mengdi Yu · Jidong Tian · Feng Zhu · Xiaokang Yang · Yaohui Jin · Yanyan Xu,Nature Machine Intelligence,2025,44,FWD-02,https://www.semanticscholar.org/paper/3e5426720c442975ee4ae1df7720e05e67723949,658.21,634.86,14,Autonomous Chemistry Labs,7,0,6,10,4
c1eea704b482cf43dfacb25cc3d7e48e49e77214,"AI Research Agents for Machine Learning: Search, Exploration, and Generalization in MLE-bench",Edan Toledo · Karen Hambardzumyan · Martin Josifoski · Rishi Hazra · N. Baldwin · Alexis Audran-Reiss · Michael Kuchnik · Despoina Magka · Minqi Jiang · A. Lupidi · Andrei Lupu · R. Raileanu · Kelvin Niu · Tatiana Shavrina · Jean-Christophe Gagnon-Audet · Michael Shvartsman · Shagun Sodhani · Alexander H. Miller · Abhishek Charnalia · Derek Dunfield · Carole-Jean Wu · Pontus Stenetorp · Nicola Cancedda · J. Foerster · Yoram Bachrach,arXiv.org,2025,41,FWD-02,https://www.semanticscholar.org/paper/c1eea704b482cf43dfacb25cc3d7e48e49e77214,587.57,153.32,6,ML Engineering Agents,4,3,4,4,1
5182f0746ba2d420f943e91e65235650a896bf5a,ChemAgent: Self-updating Library in Large Language Models Improves Chemical Reasoning,Xiangru Tang · Tianyu Hu · Muyang Ye · Yanjun Shao · Xunjian Yin · Siru Ouyang · Wangchunshu Zhou · Pan Lu · Zhuosheng Zhang · Yilun Zhao · Arman Cohan · Mark Gerstein,arXiv.org,2025,41,FWD-02,https://www.semanticscholar.org/paper/5182f0746ba2d420f943e91e65235650a896bf5a,649.35,562.58,14,Autonomous Chemistry Labs,1,1,1,15,4
110f5dc6d5bfe67138d64c261d6851c727021d1f,Can LLMs Generate Novel Research Ideas? A Large-Scale Human Study with 100+ NLP Researchers,Chenglei Si · Diyi Yang · Tatsunori Hashimoto,arXiv.org,2024,387,BWD-03,https://www.semanticscholar.org/paper/110f5dc6d5bfe67138d64c261d6851c727021d1f,753.9,352.12,10,Research Ideation,4,2,4,4,1
9e57dda195973c4b6c81386b1cc44595ecfd4697,AutoSurvey: Large Language Models Can Automatically Write Surveys,Yidong Wang · Qi Guo · Wenjin Yao · Hongbo Zhang · Xin Zhang · Zhen Wu · Meishan Zhang · Xinyu Dai · Min Zhang · Qingsong Wen · Wei Ye · Shikun Zhang · Yue Zhang,Neural Information Processing Systems,2024,123,BWD-03,https://www.semanticscholar.org/paper/9e57dda195973c4b6c81386b1cc44595ecfd4697,520.5,858.65,2,Literature Screening,4,2,4,4,1
